ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
310,20050716,20050728,20050723,16493,1,6,9,SO43761,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,16 Jul 05,28 Jul 05,23 Jul 05
314,20050717,20050729,20050724,27578,1,100,4,SO43762,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,17 Jul 05,29 Jul 05,24 Jul 05
313,20050717,20050729,20050724,16525,1,6,9,SO43763,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,17 Jul 05,29 Jul 05,24 Jul 05
310,20050717,20050729,20050724,16612,1,6,9,SO43764,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,17 Jul 05,29 Jul 05,24 Jul 05
346,20050717,20050729,20050724,11010,1,6,9,SO43765,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,17 Jul 05,29 Jul 05,24 Jul 05
313,20050718,20050730,20050725,16518,1,6,9,SO43766,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,18 Jul 05,30 Jul 05,25 Jul 05
350,20050718,20050730,20050725,11001,1,6,9,SO43767,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,18 Jul 05,30 Jul 05,25 Jul 05
312,20050719,20050731,20050726,27649,1,100,1,SO43768,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,19 Jul 05,31 Jul 05,26 Jul 05
312,20050719,20050731,20050726,21659,1,19,6,SO43769,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,19 Jul 05,31 Jul 05,26 Jul 05
312,20050719,20050731,20050726,27614,1,100,1,SO43770,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,19 Jul 05,31 Jul 05,26 Jul 05
330,20050719,20050731,20050726,14559,1,100,4,SO43771,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,19 Jul 05,31 Jul 05,26 Jul 05
312,20050719,20050731,20050726,16524,1,6,9,SO43772,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,19 Jul 05,31 Jul 05,26 Jul 05
314,20050719,20050731,20050726,16526,1,6,9,SO43773,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,19 Jul 05,31 Jul 05,26 Jul 05
313,20050719,20050731,20050726,16348,1,6,9,SO43774,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,19 Jul 05,31 Jul 05,26 Jul 05
347,20050719,20050731,20050726,11027,1,6,9,SO43775,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,19 Jul 05,31 Jul 05,26 Jul 05
314,20050720,20050801,20050727,13260,1,29,8,SO43776,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,20 Jul 05,1 Aug 05,27 Jul 05
311,20050720,20050801,20050727,16515,1,6,9,SO43777,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,20 Jul 05,1 Aug 05,27 Jul 05
345,20050720,20050801,20050727,11018,1,6,9,SO43778,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,20 Jul 05,1 Aug 05,27 Jul 05
326,20050720,20050801,20050727,25252,1,6,9,SO43779,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,20 Jul 05,1 Aug 05,27 Jul 05
311,20050721,20050802,20050728,11599,1,39,7,SO43780,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,21 Jul 05,2 Aug 05,28 Jul 05
312,20050721,20050802,20050728,16495,1,6,9,SO43781,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,21 Jul 05,2 Aug 05,28 Jul 05
312,20050721,20050802,20050728,16516,1,6,9,SO43782,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,21 Jul 05,2 Aug 05,28 Jul 05
312,20050721,20050802,20050728,16620,1,6,9,SO43783,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,21 Jul 05,2 Aug 05,28 Jul 05
310,20050722,20050803,20050729,27667,1,100,4,SO43784,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,22 Jul 05,3 Aug 05,29 Jul 05
311,20050722,20050803,20050729,11601,1,39,7,SO43785,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,22 Jul 05,3 Aug 05,29 Jul 05
311,20050722,20050803,20050729,11607,1,39,7,SO43786,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,22 Jul 05,3 Aug 05,29 Jul 05
344,20050722,20050803,20050729,29385,1,29,8,SO43787,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,22 Jul 05,3 Aug 05,29 Jul 05
351,20050722,20050803,20050729,11239,1,98,10,SO43788,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,22 Jul 05,3 Aug 05,29 Jul 05
351,20050722,20050803,20050729,25865,1,100,1,SO43789,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,22 Jul 05,3 Aug 05,29 Jul 05
344,20050722,20050803,20050729,25857,1,100,1,SO43790,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,22 Jul 05,3 Aug 05,29 Jul 05
314,20050722,20050803,20050729,16484,1,6,9,SO43791,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,22 Jul 05,3 Aug 05,29 Jul 05
312,20050722,20050803,20050729,16623,1,6,9,SO43792,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,22 Jul 05,3 Aug 05,29 Jul 05
344,20050722,20050803,20050729,11000,1,6,9,SO43793,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,22 Jul 05,3 Aug 05,29 Jul 05
347,20050722,20050803,20050729,11029,1,6,9,SO43794,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,22 Jul 05,3 Aug 05,29 Jul 05
312,20050723,20050804,20050730,27615,1,100,4,SO43795,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,23 Jul 05,4 Aug 05,30 Jul 05
342,20050723,20050804,20050730,17956,1,39,7,SO43796,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,23 Jul 05,4 Aug 05,30 Jul 05
312,20050723,20050804,20050730,16345,1,6,9,SO43797,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,23 Jul 05,4 Aug 05,30 Jul 05
310,20050723,20050804,20050730,16521,1,6,9,SO43798,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,23 Jul 05,4 Aug 05,30 Jul 05
312,20050723,20050804,20050730,16636,1,6,9,SO43799,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,23 Jul 05,4 Aug 05,30 Jul 05
311,20050724,20050805,20050731,21710,1,19,6,SO43800,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,24 Jul 05,5 Aug 05,31 Jul 05
311,20050724,20050805,20050731,13583,1,98,10,SO43801,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,24 Jul 05,5 Aug 05,31 Jul 05
312,20050724,20050805,20050731,11593,1,39,7,SO43802,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,24 Jul 05,5 Aug 05,31 Jul 05
314,20050725,20050806,20050801,21741,1,19,6,SO43803,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,25 Jul 05,6 Aug 05,1 Aug 05
310,20050725,20050806,20050801,13585,1,98,10,SO43804,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,25 Jul 05,6 Aug 05,1 Aug 05
328,20050725,20050806,20050801,14510,1,100,1,SO43805,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,25 Jul 05,6 Aug 05,1 Aug 05
312,20050725,20050806,20050801,16523,1,6,9,SO43806,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,25 Jul 05,6 Aug 05,1 Aug 05
312,20050726,20050807,20050802,11611,1,39,7,SO43807,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,26 Jul 05,7 Aug 05,2 Aug 05
313,20050726,20050807,20050802,13259,1,29,8,SO43808,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,26 Jul 05,7 Aug 05,2 Aug 05
310,20050726,20050807,20050802,16350,1,6,9,SO43809,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,26 Jul 05,7 Aug 05,2 Aug 05
345,20050726,20050807,20050802,11004,1,6,9,SO43810,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,26 Jul 05,7 Aug 05,2 Aug 05
346,20050726,20050807,20050802,11026,1,6,9,SO43811,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,26 Jul 05,7 Aug 05,2 Aug 05
312,20050727,20050808,20050803,27662,1,100,4,SO43812,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,27 Jul 05,8 Aug 05,3 Aug 05
350,20050727,20050808,20050803,28390,1,39,7,SO43813,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,27 Jul 05,8 Aug 05,3 Aug 05
350,20050727,20050808,20050803,25866,1,100,1,SO43814,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,27 Jul 05,8 Aug 05,3 Aug 05
311,20050727,20050808,20050803,16494,1,6,9,SO43815,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,27 Jul 05,8 Aug 05,3 Aug 05
314,20050727,20050808,20050803,16496,1,6,9,SO43816,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,27 Jul 05,8 Aug 05,3 Aug 05
310,20050727,20050808,20050803,16519,1,6,9,SO43817,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,27 Jul 05,8 Aug 05,3 Aug 05
312,20050727,20050808,20050803,16528,1,6,9,SO43818,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,27 Jul 05,8 Aug 05,3 Aug 05
346,20050727,20050808,20050803,11006,1,6,9,SO43819,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,27 Jul 05,8 Aug 05,3 Aug 05
312,20050728,20050809,20050804,27651,1,100,4,SO43820,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,28 Jul 05,9 Aug 05,4 Aug 05
310,20050728,20050809,20050804,27663,1,100,4,SO43821,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,28 Jul 05,9 Aug 05,4 Aug 05
313,20050728,20050809,20050804,27669,1,100,4,SO43822,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,28 Jul 05,9 Aug 05,4 Aug 05
342,20050728,20050809,20050804,19942,1,98,10,SO43823,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,28 Jul 05,9 Aug 05,4 Aug 05
338,20050728,20050809,20050804,14558,1,100,1,SO43824,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,28 Jul 05,9 Aug 05,4 Aug 05
313,20050728,20050809,20050804,16349,1,6,9,SO43825,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,28 Jul 05,9 Aug 05,4 Aug 05
348,20050728,20050809,20050804,11008,1,6,9,SO43826,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,28 Jul 05,9 Aug 05,4 Aug 05
338,20050728,20050809,20050804,25250,1,6,9,SO43827,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,28 Jul 05,9 Aug 05,4 Aug 05
310,20050729,20050810,20050805,27605,1,100,1,SO43828,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,29 Jul 05,10 Aug 05,5 Aug 05
310,20050729,20050810,20050805,27611,1,100,4,SO43829,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,29 Jul 05,10 Aug 05,5 Aug 05
311,20050729,20050810,20050805,16347,1,6,9,SO43830,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,29 Jul 05,10 Aug 05,5 Aug 05
